player_name,team,current_ovr,proposed_ovr,delta,Final Decision,current_tier,proposed_tier,model_source,confidence,manual_review_reason,reasoning
Isaac Okoro (2025-26),Chicago Bulls,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamaree Bouyea (2025-26),Phoenix Suns,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jarred Vanderbilt (2025-26),Los Angeles Lakers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jeremy Sochan (2025-26),New York Knicks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jock Landale (2025-26),Atlanta Hawks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Clarkson (2025-26),New York Knicks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Goodwin (2025-26),Phoenix Suns,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Walsh (2025-26),Boston Celtics,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Josh Okogie (2025-26),Houston Rockets,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Julian Strawther (2025-26),Denver Nuggets,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Justin Champagnie (2025-26),Washington Wizards,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Justin Edwards (2025-26),Philadelphia 76ers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kelly Olynyk (2025-26),San Antonio Spurs,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Keon Ellis (2025-26),Cleveland Cavaliers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Huerter (2025-26),Detroit Pistons,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Khaman Maluach (2025-26),Phoenix Suns,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kyle Kuzma (2025-26),Milwaukee Bucks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Leonard Miller (2025-26),Chicago Bulls,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Lonzo Ball (2025-26),Cleveland Cavaliers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marcus Sasser (2025-26),Detroit Pistons,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Matisse Thybulle (2025-26),Portland Trail Blazers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mike Conley (2025-26),Minnesota Timberwolves,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Moussa Cisse (2025-26),Dallas Mavericks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nae'Qwan Tomlin (2025-26),Cleveland Cavaliers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ochai Agbaji (2025-26),Brooklyn Nets,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Olivier-Maxence Prosper (2025-26),Memphis Grizzlies,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ousmane Dieng (2025-26),Milwaukee Bucks,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Pat Spencer (2025-26),Golden State Warriors,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Pelle Larsson (2025-26),Miami Heat,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rob Dillingham (2025-26),Chicago Bulls,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Terance Mann (2025-26),Brooklyn Nets,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Trendon Watford (2025-26),Philadelphia 76ers,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Vince Williams Jr. (2025-26),Utah Jazz,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Walter Clayton (2025-26),Memphis Grizzlies,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Will Riley (2025-26),Washington Wizards,80,77,-3,77,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Aaron Holiday (2025-26),Houston Rockets,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Alijah Martin (2025-26),Toronto Raptors,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Amir Coffey (2025-26),Phoenix Suns,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Asa Newell (2025-26),Atlanta Hawks,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ben Saraf (2025-26),Brooklyn Nets,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bradley Beal (2025-26),Los Angeles Clippers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Branden Carlson (2025-26),Oklahoma City Thunder,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Brandon Clarke (2025-26),Memphis Grizzlies,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bryce McGowens (2025-26),New Orleans Pelicans,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Buddy Hield (2025-26),Atlanta Hawks,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Cam Whitmore (2025-26),Washington Wizards,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Charles Bassey (2025-26),Golden State Warriors,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Cody Williams (2025-26),Utah Jazz,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
D'Angelo Russell (2025-26),Dallas Mavericks,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dalano Banton (2025-26),Boston Celtics,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Devin Carter (2025-26),Sacramento Kings,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Drew Timme (2025-26),Los Angeles Lakers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dwight Powell (2025-26),Dallas Mavericks,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jabari Walker (2025-26),Philadelphia 76ers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jaden Hardy (2025-26),Washington Wizards,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jae'Sean Tate (2025-26),Houston Rockets,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
James Wiseman (2025-26),Indiana Pacers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamir Watkins (2025-26),Washington Wizards,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jase Richardson (2025-26),Orlando Magic,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jaxson Hayes (2025-26),Los Angeles Lakers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
John Konchar (2025-26),Utah Jazz,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Johnny Furphy (2025-26),Indiana Pacers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jonathan Isaac (2025-26),Orlando Magic,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jonathan Mogbo (2025-26),Toronto Raptors,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Hawkins (2025-26),New Orleans Pelicans,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kenrich Williams (2025-26),Oklahoma City Thunder,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kentavious Caldwell-Pope (2025-26),Memphis Grizzlies,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevon Looney (2025-26),New Orleans Pelicans,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Larry Nance Jr. (2025-26),Cleveland Cavaliers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mason Plumlee (2025-26),San Antonio Spurs,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Micah Peavy (2025-26),New Orleans Pelicans,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nikola Topic (2025-26),Oklahoma City Thunder,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Patrick Williams (2025-26),Chicago Bulls,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rasheer Fleming (2025-26),Phoenix Suns,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ron Harper Jr. (2025-26),Boston Celtics,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Spencer Jones (2025-26),Denver Nuggets,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Terrence Shannon Jr. (2025-26),Minnesota Timberwolves,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Trayce Jackson-Davis (2025-26),Toronto Raptors,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tre Mann (2025-26),Charlotte Hornets,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyler Kolek (2025-26),New York Knicks,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyrese Martin (2025-26),Philadelphia 76ers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyrese Proctor (2025-26),Cleveland Cavaliers,79,76,-3,76,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shai Gilgeous-Alexander (2025-26),Oklahoma City Thunder,96,94,-2,96,Galaxy,Amethyst,active-card-anchor,medium,Current-season high-value card needs active-season evidence validation. | Tier change: Galaxy to Amethyst.,Active/current card anchor set to 94; needs final stat-source validation before merge.
David Robinson,San Antonio Spurs,94,96,2,95,Amethyst,Galaxy,exact-anchor,high,Tier change: Amethyst to Galaxy.,Robinson anchor: MVP/DPOY two-way peak and elite regular-season impact.
Moses Malone,Philadelphia 76ers,94,96,2,95,Amethyst,Galaxy,exact-anchor,high,Tier change: Amethyst to Galaxy.,"Moses anchor: MVP force, title run, rebounding dominance, and career achievement."
Arvydas Sabonis (Blazers),Portland Trail Blazers,92,90,-2,91,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kawhi Leonard (2025-26),Los Angeles Clippers,92,90,-2,91,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shaquille O'Neal (Heat),Miami Heat,92,90,-2,91,Amethyst,Ruby,exact-anchor,high,Tier change: Amethyst to Ruby.,"Heat Shaq is an older championship co-star version, not the all-time apex card."
Bob Lanier (Pistons),Detroit Pistons,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gail Goodrich (Lakers),Los Angeles Lakers,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
George McGinnis (Pacers),Indiana Pacers,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
James Harden (Nets),Brooklyn Nets,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Durant (2025-26),Houston Rockets,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Spencer Haywood (SuperSonics),Oklahoma City Thunder,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Stephen Curry (2025-26),Golden State Warriors,91,89,-2,90,Amethyst,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Tier change: Amethyst to Ruby. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Alperen Sengun (2025-26),Houston Rockets,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bam Adebayo (2025-26),Miami Heat,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bob Pettit,Atlanta Hawks,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
DeMarcus Cousins (Kings),Sacramento Kings,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dennis Rodman (Bulls),Chicago Bulls,90,88,-2,90,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gary Payton,Oklahoma City Thunder,90,88,-2,90,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jalen Duren (2025-26),Detroit Pistons,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamal Murray (2025-26),Denver Nuggets,90,88,-2,89,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jaren Jackson Jr. (2025-26),Utah Jazz,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Karl-Anthony Towns (2025-26),New York Knicks,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Keyonte George (2025-26),Utah Jazz,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
LaMelo Ball (2025-26),Charlotte Hornets,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paolo Banchero (2025-26),Orlando Magic,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tim Hardaway (Heat),Miami Heat,90,88,-2,88,Ruby,Ruby,proxy-model,low,High-current-OVR card lacks exact historical anchor. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Amar'e Stoudemire (Suns),Phoenix Suns,89,87,-2,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Austin Reaves (2025-26),Los Angeles Lakers,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Blake Griffin,Los Angeles Clippers,89,87,-2,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bob Love (Bulls),Chicago Bulls,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
